source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank,logfc.logfc_comb,logfc.rank,sca.LRscore,sca.rank,cellphonedb.pvalue,cellphonedb.rank
Neu-3,Macs 1,Cd14,Tlr1,0.6669041455270502,9970.5,0.013886982608408305,8312,0.46989930586616757,11248,0.668961916277933,7503,0.7505159427654566,16827,0,5962.5
Lung Ep.,Neu-3,Pglyrp1,Trem1,0.6670832757054647,11728.7,0.010715205487579638,10369,0.2114503877773853,16628,0.1441741889569209,14798,0.8984336774567384,3935,0.0030000000000000027,12913.5
Neu-1,Macs 1,Pkm,Cd44,0.6670832757054647,10121.3,0.005016375463895134,16628,0.34323555960590363,13782,0.33043117735032346,11986,0.9187268144671737,2248,0,5962.5
Neu-3,B cells,Tln1,Itgb3,0.6672838901860616,10892.9,0.015805331046014427,7377,0.6425871118115933,8286,0.6767365345569545,7426,0.7538398933925742,16629,0.025000000000000022,14746.5
Macs 1,Neu-5 IFN,Hp,Itgam,0.6674845529289973,12850.8,0.005016022006043085,16630,0.28652379300305336,14969,0.3125629097748057,12233,0.8540700402856896,8220,0.0010000000000000009,12202
Tumor,Neu-4 classic,Psen1,Notch1,0.6675150131059715,10424.7,0.019641340306066134,5848,0.49112681774314076,10827,0.3779411587836071,11251,0.7291691781047052,18235,0,5962.5
Lung Ep.,Prol.,Ybx1,Notch1,0.6680868308189215,10905.9,0.00501291136773189,16633,0.4015252435582064,12558,0.6609170525301724,7592,0.8148261908708794,11784,0,5962.5
Macs 2,Macs 1,Adam10,Tspan5,0.6684885908835658,11778.7,0.016598526390619255,7023,0.3636960976476748,13375,0.06780270243244049,15898,0.7536926076607422,16635,0,5962.5
Macs 2,Neu-1,Hgf,Cd44,0.6685339130048674,9503.1,0.021708128527800068,5259,0.4696484311117719,11256,0.7172210336065485,7016,0.7327990785596196,18022,0,5962.5
B cells,Neu-4 classic,Actr2,Adrb2,0.6685890610936286,12123.9,0.0141233007905863,8175,0.2992542489056534,14712,0.29517408083128216,12450,0.8491330592467131,8647,0.127,16635.5
Neu-5 IFN,Prol.,App,Lrp6,0.6685890610936286,14234.9,0.008887040983580015,11976,0.33913585865851353,13877,0.23678832216290166,13331,0.7710443841277765,15355,0.127,16635.5
Macs 2,Neu-4 classic,Plau,Itgam,0.6687378110898725,10380.5,0.019699705489296906,5830,0.4695897356086324,11257,0.3821608426459346,11173,0.7379175986483872,17680,0,5962.5
Neu-1,T cells 2,Arf6,Smap1,0.6696950309067686,13776.7,0.0107941169248362,10305,0.2108848973306473,16641,0.10485621822250768,15349,0.8295355916981424,10452,0.08599999999999997,16136.5
Macs 1,Macs 1,Plau,Itgb1,0.6702989037538067,10523.1,0.020399318304801965,5631,0.5286925309405854,10109,0.17691818030208437,14269,0.7535872818141203,16644,0,5962.5
Lung Ep.,Macs 1,Adam10,Cd44,0.6702989037538067,14384.9,0.0053995056912793105,16068,0.2106340976030185,16644,0.0711188134551109,15855,0.8295922545849608,10444,0.0030000000000000027,12913.5
Prol.,Tumor,Angptl4,Sdc1,0.6705709276127767,9616.9,0.05085499362684307,1509,0.7425478690785678,6893,0.28545680380784283,12587,0.6742750594854802,21133,0,5962.5
Macs 3,Macs 2,Ptpn6,Clec12a,0.6707017276026005,14531.9,0.005862528992907742,15411,0.4378803312401005,11843,0.013730353218726815,16646,0.7693287007839104,15488,0.0050000000000000044,13271.5
Lung Ep.,Prol.,Lgals3bp,Itgb1,0.6707017276026005,15676.4,0.005006789147238743,16646,0.2769127228576273,15201,0.07167452520892592,15846,0.7672316482098884,15642,0.03300000000000003,15047
Dendritic,T cells 2,Ado,Adora2a,0.6712498471572252,11646.9,0.03129598076026926,3307,1.1765945143798442,3256,0.15826826030265811,14559,0.5365210501469442,24199,0.0030000000000000027,12913.5
Neu-5 IFN,Neu-3,S100a8,Itgb2,0.6720232888714852,9056.3,0.004090167214085221,18093,0.45916126329525886,11464,0.7285033760881593,6899,0.910609343746302,2863,0,5962.5
Prol.,Prol.,Tgfb1,Itgb1,0.6721131364625361,11331.3,0.010453321483019033,10565,0.49949230206499456,10671,0.012969465068593755,16653,0.8783642090608678,5854,0.0030000000000000027,12913.5
Tumor,Neu-5 IFN,Timp2,Cd44,0.6721131364625361,11348.5,0.0060217076293033345,15216,0.21001969556465658,16653,0.1047100277712153,15351,0.9024727491719818,3560,0,5962.5
B cells,Neu-1,Lgals3bp,Itgb1,0.6721131364625361,14763.1,0.005003005034338369,16653,0.2296865474959109,16259,0.47709506614712904,9834,0.7671641280798281,15647,0.04700000000000004,15422.5
Lung Ep.,Prol.,Slpi,Plscr1,0.6725168322503132,15940.2,0.005799719078817253,15496,0.2098853065649236,16655,0.059386131134235465,16006,0.7749457675698138,15065,0.11299999999999999,16479
Neu-5 IFN,Macs 1,Cd14,Tlr6,0.6727187528734447,11424.3,0.005676821123523883,15669,0.47073877215983556,11229,0.6597356696388699,7605,0.7533676719526781,16656,0,5962.5
Neu-4 classic,Neu-3,Adam17,Il6ra,0.6727187528734447,14122,0.005557260154036673,15834,0.20980961203167534,16656,0.384008849923972,11141,0.7788371145040753,14777,0.0010000000000000009,12202
Dendritic,Dendritic,Calr,Lrp1,0.6730217247442609,12866.9,0.007727119798277104,13165,0.25645009809192443,15662,0.2202302720985374,13570,0.8843053139479101,5280,0.129,16657.5
Macs 1,Macs 2,Adam17,Rhbdf2,0.6731227396218655,10869.7,0.015026938583163276,7714,0.5223508594807558,10235,0.2075081388557874,13779,0.7533307755092954,16658,0,5962.5
Dendritic,Neu-5 IFN,Icam1,Itgam_Itgb2,0.6731227396218655,13075.7,0.00500012207729289,16658,0.29691590119340155,14762,0.36177056245792877,11505,0.7560408725904901,16491,0,5962.5
Neu-1,Tumor,Tgm2,Sdc4,0.6733248057646277,11157.3,0.009704077534239975,11165,0.2845376571304965,15020,0.7205855923624105,6980,0.7533129131939099,16659,0,5962.5
Macs 3,Macs 1,S100a9,Cd68,0.6737196789397324,11431.3,0.002839355437801197,20279,0.7412720189160652,6906,-0.41757827849099183,20598,0.9040325916982414,3411,0,5962.5
Tumor,Neu-1,Arpc5,Adrb2,0.6737290836309453,11313.5,0.008461421669892541,12384,0.20946152192146167,16661,0.2491239895844488,13149,0.8519009482887697,8411,0,5962.5
Macs 1,Macs 2,Plau,Itgb1,0.6739312953719792,10621.5,0.020324797141823395,5650,0.5260634908685748,10148,0.15059452327937636,14685,0.7532473227818854,16662,0,5962.5
Neu-1,Macs 1,Tgfb1,Itgb1,0.6739312953719792,11972.9,0.00499805959131402,16662,0.3151262867740145,14373,0.2732071943015296,12776,0.8331467419757915,10091,0,5962.5
Macs 2,Tumor,Gstp1,Egfr,0.6740529858605322,10460.5,0.061890641456663904,1046,0.4704961354428824,11237,0.3757958171214858,11283,0.623358603432861,22774,0,5962.5
T cells 2,Lung Ep.,Hsp90b1,Erbb2,0.6743358645135018,12063.2,0.05465312470577888,1319,0.42541826395252164,12077,0.035786845114765764,16339,0.7897705217396589,13917,0.13,16664
T cells 2,Neu-1,Csf1,Csf2ra,0.6743358645135018,14430.8,0.006522792249526717,14574,0.21155678711877565,16625,0.16424677944562616,14476,0.8358732998754701,9815,0.13,16664
Neu-1,Macs 1,Tgm2,Sdc4,0.6745382219314754,11703.1,0.009691192875553388,11177,0.2840971407026617,15031,0.4905217671362283,9680,0.7531894401810199,16665,0,5962.5
T cells,Neu-2,Gnas,Adrb2,0.6745382219314754,13958,0.0066337939625917795,14445,0.20939570729601992,16665,0.11983888942734128,15126,0.8380558132299399,9615,0.01100000000000001,13939
Dendritic,Dendritic,Mfge8,Itgb5,0.6745382219314754,12736.2,0.004995457780629757,16665,0.7507583237070524,6816,0.24598497763734062,13190,0.7937546408078759,13589,0.006000000000000005,13421
Macs 2,Macs 1,C3,Nrp1,0.6747406279259165,10553.5,0.013026206510732536,8797,0.9300641674631579,5006,0.03588516435822414,16336,0.7531814531985724,16666,0,5962.5
Prol.,Neu-3,Cd22,Ptprc,0.6747406279259165,14351.1,0.004995367908444588,16666,0.39874627201438806,12627,0.21190418121905985,13704,0.7613103619989845,16120,0.0020000000000000018,12638.5
Tumor,Dendritic,Lin7c,Abca1,0.6749430825055696,13802.7,0.008452518703301517,12396,0.3077559354855809,14531,0.27294428257935216,12781,0.753181347218359,16667,0.0020000000000000018,12638.5
Neu-1,Neu-3,Adam17,Il6ra,0.6749430825055696,12231.9,0.00554702096238032,15851,0.20927097297588282,16667,0.6336558242169021,7889,0.7786782430462089,14790,0,5962.5
Lung Ep.,Macs 1,Wnt4,Notch1,0.6753481374554972,12003.6,0.01932283353339632,5954,0.2230362358409125,16389,0.5592518199901165,8804,0.7531306446567553,16669,0.0010000000000000009,12202
Macs 1,Tumor,Tfpi,Sdc4,0.6754885457287675,10228.3,0.025197810844683553,4391,0.6962377653267176,7512,0.3750208112607214,11290,0.6512175570154557,21986,0,5962.5
T cells,Neu-3,Ptpn6,Cd300lf,0.6755507378432675,10642.5,0.004990020199773853,16670,0.32610169119076554,14134,0.431894384905954,10432,0.8766850553809464,6014,0,5962.5
Macs 1,T cells 2,Adam9,Itgb1,0.6760574515452242,13006.9,0.012700502303429999,8994,0.4492358645082175,11628,0.3876705662720739,11092,0.7534988678005535,16648,0.131,16672.5
Neu-3,Macs 1,Lcn2,Fcgr3,0.6761043770432038,10773.7,0.003393044897882159,19267,0.4906488980701375,10837,0.3746240485342639,11293,0.8715968076254007,6509,0,5962.5
Macs 3,Macs 2,Tgfb1,Acvrl1,0.6763097330094461,11212.7,0.010443025492940815,10572,0.46797715954403407,11294,0.5034470684525405,9506,0.7208660417619075,18729,0,5962.5
Macs 1,Macs 1,App,Ptger2,0.6767205632438509,11314.3,0.009578726055346256,11296,0.5671458756909673,9439,0.4188139144938237,10636,0.7125648080748355,19238,0,5962.5
Prol.,Prol.,H2-K1,Aplp2,0.6771732920079122,10117.3,0.01002864495485813,10888,0.6115439778688476,8740,0.011333521683973946,16678,0.9317212966487224,1367,0.0030000000000000027,12913.5
Prol.,Macs 2,Tgm2,Itga4,0.6777825529677628,13196.2,0.007117677448933144,13890,0.5140939173466774,10401,0.35614372532283567,11588,0.7528823247149042,16681,0.006000000000000005,13421
Prol.,Neu-4 classic,Mfng,Notch2,0.6779540004794277,11311.9,0.018211275918449035,6341,0.595133595987108,8984,0.3741143613233898,11302,0.5580247581846545,23970,0,5962.5
Prol.,Macs 1,Icam2,Itgam_Itgb2,0.678159711405024,10968.5,0.01393618556569162,8282,0.6722813099121885,7846,0.37386603842616534,11303,0.6658512600660164,21449,0,5962.5
Neu-5 IFN,Dendritic,App,Lrp1,0.6781889705089738,13496.6,0.00498064187246025,16683,0.23562917081627632,16133,0.4641434750607003,10008,0.8372430755570345,9685,0.031000000000000028,14974
Macs 2,Macs 2,Adam10,Il6ra,0.6783922523762581,12488.1,0.008753529297528333,12105,0.32825833555881967,14094,0.010977175397116068,16684,0.7936995276866673,13595,0,5962.5
Neu-1,Macs 2,Tgfb1,Itgb1,0.679002390470001,12077.1,0.004979801078562973,16687,0.31249724670200385,14444,0.24688353727882162,13180,0.8328922058923653,10112,0,5962.5
T cells,Dendritic,Selplg,Itgb2,0.6792058673610981,11361.1,0.004979728633674304,16688,0.3976893161110323,12654,0.6518670725965927,7703,0.8683008244195504,6847,0.0030000000000000027,12913.5
T cells,Neu-2,Ccl4,Ccr1,0.6794093930300673,10040.3,0.004979552277404959,16689,0.7218909410810501,7155,0.1024134174069935,15388,0.8868952066492726,5007,0,5962.5
Macs 2,Prol.,Timp2,Itgb1,0.6798165907366971,9265.1,0.01118349938469766,10001,0.46516946802968867,11345,0.010631164444762753,16691,0.9177663551661549,2326,0,5962.5
Prol.,Macs 3,Ltbp3,Itgb5,0.6802189905688755,11469.9,0.009563757066977721,11313,0.5221375248856277,10241,0.6628612689736152,7571,0.642032259043243,22262,0,5962.5
Dendritic,Macs 2,Adam10,Tspan14,0.6804277533499439,14433.9,0.01119258586658398,9994,0.2601592859816434,15575,0.08270078240169504,15670,0.752603707068273,16694,0.015000000000000013,14236.5
Macs 2,Macs 2,Ptdss1,Scarb1,0.6810139031327194,9969.5,0.042422756962512395,2078,0.7390605599230242,6936,0.28865473975396344,12543,0.6401921913413428,22328,0,5962.5
Macs 1,Macs 1,Cd22,Ptprc,0.6812433205022785,11216.7,0.008403273737759743,12442,0.6387145331602874,8345,0.009998166346338572,16698,0.8053277770683114,12636,0,5962.5
Dendritic,T cells,Cd14,Itga4,0.6812433205022785,12315.6,0.007706055533760232,13192,0.8203156495367402,6012,0.020624504330469584,16555,0.8434912908391305,9121,0.133,16698
Neu-4 classic,Neu-3,Cxcl2,Cxcr2,0.6812433205022785,11068.5,0.004975172156076295,16698,0.29973685583522974,14703,0.4196141325446253,10617,0.8630517541935898,7362,0,5962.5
Neu-2,Prol.,Gnai2,P2ry12,0.6814473344324459,12146.1,0.007126599963184221,13878,0.33095002140518753,14045,0.45250930700661035,10146,0.7525495471193931,16699,0,5962.5
Lung Ep.,Neu-2,Vasp,Cxcr2,0.6815015657768788,10558.1,0.0021628059987336603,21491,0.7650202647050863,6635,0.7247154359931477,6938,0.8150387781916,11764,0,5962.5
B cells,Neu-2,Jag1,Notch1,0.681725323472324,8911.9,0.05372365943898741,1360,1.1658867142152958,3337,0.6822855474883656,7375,0.701365450347842,19849,0.0020000000000000018,12638.5
Dendritic,Neu-2,Lman1,Mcfd2,0.681869255239822,10880.7,0.011375975998179334,9865,0.46685221331615395,11321,0.559363752716617,8803,0.7257563355023879,18452,0,5962.5
Macs 2,Macs 2,Adam10,Tspan17,0.6820596695044228,10285.1,0.023751544427557617,4730,0.5344810207399688,9998,0.19178472545559908,14033,0.7524825970778869,16702,0,5962.5
Neu-1,B cells,P4hb,Mttp,0.6822638789848458,10656,0.036151699309376846,2648,0.6249101326039811,8528,0.3999478340684056,10887,0.7524254460334812,16703,0.020000000000000018,14514
Tumor,Prol.,Mfge8,Itgb5,0.6822822161448354,10524.5,0.009558332441335828,11323,0.6807201252169484,7723,-0.1283097929483546,18345,0.8418622595635247,9269,0,5962.5
Prol.,Tumor,Ptpn6,Egfr,0.6824681373747907,12273.5,0.04927770935088813,1612,0.31730400799839387,14324,0.009414587768808769,16704,0.8001322692810945,13059,0.05800000000000005,15668.5
T cells,Tumor,Hspa8,Adrb2,0.6824681373747907,10794.9,0.004973469944324241,16704,0.4889811591970256,10870,0.3500726731869803,11675,0.8477268838734044,8763,0,5962.5
Prol.,Macs 2,Ltf,Lrp1,0.6827214767728242,10631.5,0.016764276838891458,6943,0.8341597724163843,5896,-0.21913784945803927,19170,0.9351721452981488,1159,0.679,19989.5
Dendritic,Macs 2,Copa,P2ry6,0.6828768009183861,10494.1,0.01659441677573814,7026,0.5608855756596491,9544,0.24333225405699582,13232,0.7523443173539314,16706,0,5962.5
Macs 2,Prol.,Ado,Adora2b,0.6834539405020226,10442.1,0.032542685191042094,3126,0.7385543568910228,6946,0.29051941771525297,12525,0.5813150224438435,23651,0,5962.5
Neu-2,Neu-5 IFN,App,Aplp2,0.6836947153064478,10273.9,0.004968820560436609,16710,0.3173911249127705,14321,0.8042792584264798,6165,0.8541114918410582,8211,0,5962.5
Prol.,Prol.,Tgfb1,Tgfbr1_Tgfbr2,0.6838993163090836,12413.8,0.009668013832376336,11193,0.5131323774865473,10426,0.008563658682916697,16711,0.8486302941919046,8692,0.03300000000000003,15047
Dendritic,Neu-1,App,Lrp10,0.6838993163090836,12359.4,0.006898650821571045,14124,0.20634269565502864,16711,0.5658079475718748,8733,0.8585088644049995,7816,0.018000000000000016,14413
T cells,Tumor,Mif,Egfr,0.6840016351772893,11939.1,0.041658147779365086,2144,0.24437839189103464,15952,0.14840610878145055,14721,0.8324343144714402,10167,0.134,16711.5
B cells,Neu-2,S100a1,Tlr4,0.6840016351772893,13080.7,0.008658108557149354,12191,0.3713448939226321,13210,0.45356268260288773,10129,0.7988737712909166,13162,0.134,16711.5
Neu-3,Macs 2,Cd14,Tlr6,0.6843086652626442,12509.5,0.005606155744436091,15763,0.3114358573598038,14460,0.4923758468352255,9649,0.7522021137948324,16713,0,5962.5
Macs 2,Neu-4 classic,Pltp,Abca1,0.6845134132311568,10990.7,0.006149962133447124,15047,0.7821032842468868,6437,0.40529481725093486,10793,0.7521992031031491,16714,0,5962.5
Neu-3,Neu-5 IFN,Pkm,Cd44,0.6845134132311568,9697.7,0.004965761062582655,16714,0.3025386532808918,14631,0.550677543868027,8904,0.918347403286517,2277,0,5962.5
Neu-2,T cells 2,Adam17,Itgb1,0.6847182102058844,13622,0.005542844075056353,15864,0.20606233866474472,16715,0.5255704356821576,9204,0.8337422342223699,10031,0.09699999999999998,16296
Macs 3,Macs 1,App,Aplp2,0.6849230561956242,11546.5,0.004965367929281816,16716,0.33412617769354386,13984,0.2692707717959988,12849,0.8540681799742098,8221,0,5962.5
Macs 1,Neu-2,Adam10,Notch2,0.6851279512091741,11258.9,0.01202837879324871,9421,0.35217418614439855,13587,0.42022854482434246,10607,0.752182906772073,16717,0,5962.5
Macs 2,Macs 2,Rps19,C5ar1,0.6853328952553315,10544.7,0.004964449156792335,16718,0.521061333810059,10264,0.06376149633845857,15946,0.8995361348090877,3833,0,5962.5
Prol.,Neu-4 classic,F11r,Itgal_Itgb2,0.6855378883428977,12096.9,0.014826628422815591,7810,0.36634588523926814,13314,0.008084068937340039,16719,0.8464825655596916,8876,0.009000000000000008,13765.5
Tumor,T cells 2,Pam,Dpp4,0.6855515596038376,10119.7,0.01658008362355151,7032,2.401153917227565,723,0.238893532152068,13295,0.5851512648022937,23586,0,5962.5
T cells 2,Prol.,Lgals1,Ptprc,0.6857429304806727,9796.8,0.004963128207931745,16720,0.8338648929821798,5899,0.3995600440129152,10896,0.9056253916233158,3267,0.0010000000000000009,12202
Macs 3,Macs 2,Npy,Adrb2,0.6862132228146972,10998.9,0.009537007401836637,11342,0.5266998229798165,10137,0.559103680600237,8806,0.7205078691878414,18747,0,5962.5
Macs 2,Tumor,Pdgfb,Itgav,0.6863876714794643,9710.9,0.03292887701744236,3053,0.7368928795090911,6958,0.23794082061411226,13316,0.7120905949489789,19265,0,5962.5
Prol.,Macs 1,Ccl2,Ccr1,0.6865635897099187,11603.3,0.01514850574293154,7658,0.6115638963902388,8738,0.007670114302239184,16724,0.8222764626018372,11131,0.009000000000000008,13765.5
Neu-4 classic,Neu-4 classic,Lyz2,Itgal,0.6866324288580515,9125.1,0.009273800280580325,11575,0.7368677112368401,6959,-0.11394094835730473,18194,0.9098077309239708,2935,0,5962.5
Lung Ep.,Macs 2,App,Ncstn,0.6868715394043132,14381.9,0.010378820586534837,10627,0.2755132744533879,15237,0.19081510646538463,14050,0.7720650055832633,15270,0.135,16725.5
B cells,Prol.,Fn1,Itga5_Itgb1,0.6869742138546966,15250.4,0.004960945409340289,16726,0.33391767062210537,13988,0.05121411060469335,16111,0.7756299998595357,15014,0.018000000000000016,14413
Macs 1,Macs 2,Gnai2,Adcy9,0.6871795995904486,9694.5,0.021435551137764415,5321,0.6499818935349785,8173,0.30856429053327344,12289,0.7519779644674197,16727,0,5962.5
Tumor,Neu-5 IFN,Adam10,Il6ra,0.6873850344468545,13462.9,0.005436009921627891,16024,0.31667876699860786,14335,0.17712657823820288,14265,0.7519734887878591,16728,0,5962.5
Prol.,Tumor,Grn,Sort1,0.6873850344468545,12114.3,0.004960364855822927,16728,0.4823477671669124,10997,0.28069410476912005,12656,0.7858450653537483,14228,0,5962.5
Dendritic,Macs 2,Rps19,C5ar1,0.6886186756124784,9824.5,0.004958865900964587,16734,0.5198027713576053,10290,0.3077515463893062,12299,0.8994852770854812,3837,0,5962.5
Prol.,T cells,App,Lrp10,0.6888244545602116,14327.7,0.006032459755630347,15192,0.20508644139817633,16735,0.06593861155699932,15917,0.85016228298101,8547,0.040000000000000036,15247.5
T cells,Neu-3,Adam10,Cd44,0.6890302826991107,11858.9,0.004957428038654693,16736,0.25591449664375665,15680,0.47473009455703896,9866,0.8234690979737044,11050,0,5962.5
B cells,Dendritic,Ptpn6,Clec12a,0.6891332152180041,15599.7,0.005864938025164423,15408,0.27516336904057526,15245,0.12011136591403876,15124,0.7693651526586525,15485,0.136,16736.5
Macs 2,T cells 2,Adam10,Cd44,0.6891332152180041,14839.1,0.005786036811210375,15513,0.25471533644038186,15709,0.04016057435046544,16269,0.8344238575962205,9968,0.136,16736.5
Macs 3,Macs 2,Grn,Tnfrsf1b,0.6894420865856847,11901.3,0.007185228227092326,13803,0.20503214482480017,16738,0.09456834393976843,15498,0.8616830095124564,7505,0,5962.5
Prol.,Neu-1,Selplg,Itgam,0.6894420865856847,13578.6,0.004955302968326509,16738,0.26169661673263084,15544,0.2083920501308112,13761,0.85919822869911755,7754,0.013000000000000012,14096
T cells 2,Prol.,Copa,P2ry6,0.6896480623510002,11582.9,0.016512300641458408,7070,0.5183100002034854,10322,0.44614649265765616,10226,0.7518818832066921,16739,0.007000000000000006,13557.5
Prol.,Prol.,Tgfb1,Lpp,0.6896480623510002,12820.7,0.011265594352852664,9940,0.4153340189367891,12273,0.00603728153512495,16739,0.817074327241682,11594,0.007000000000000006,13557.5
Neu-3,Lung Ep.,Adam17,Itgb1,0.6896480623510002,12610.8,0.005382020510255883,16094,0.2050031648057545,16739,0.7632963537191861,6562,0.8316914973138657,10238,0.006000000000000005,13421
Neu-3,Neu-5 IFN,Il1b,Adrb2,0.6898540873427637,11622.9,0.008595777301015082,12254,0.20497581454486935,16740,0.3875473723282562,11097,0.8116371879191924,12061,0,5962.5
Macs 3,Neu-3,Timp2,Itgb1,0.6900601615697974,9777.9,0.007145593269911628,13847,0.204865141585734,16741,0.5853283445934891,8472,0.8992035716619402,3867,0,5962.5
Prol.,Prol.,Gnai2,P2ry12,0.6906786797507701,14983,0.007068136145311834,13943,0.32433560170017345,14170,0.03268102401593626,16389,0.7517817667169931,16744,0.008000000000000007,13669
Neu-3,Neu-2,Adam17,Itgb1,0.6906786797507701,11082.5,0.005378164710602769,16100,0.20478324726753774,16744,0.7839983600019883,6363,0.8316413307139641,10243,0,5962.5
Neu-2,Macs 1,Tnfsf14,Ltbr,0.6909908941984404,10051.7,0.03421510413773151,2892,0.4644867758199586,11365,0.5529325069918628,8870,0.6732326955408101,21169,0,5962.5
Macs 1,Macs 1,Lamc1,Dag1,0.6912909894813855,10418.3,0.06121269316637704,1081,0.7349184577270519,6978,0.18374188147134002,14173,0.5636740892018923,23897,0,5962.5
T cells,T cells,Lgals1,Itgb1,0.6915040604879706,10802,0.004951804472899491,16748,0.4110386026443491,12365,0.7277130774691634,6907,0.879005284189843,5788,0.0010000000000000009,12202
Neu-5 IFN,Dendritic,App,Lrp6,0.6916072885376592,13993.5,0.008472498943985026,12372,0.3172030812057498,14327,0.40254104824199355,10842,0.7668006958321332,15678,0.137,16748.5
Neu-4 classic,Macs 2,Csf1,Sirpa,0.6917105289149252,10642.1,0.004951630449920578,16749,0.7069731712067704,7346,0.20206316776201294,13868,0.8416241873165913,9285,0,5962.5
Tumor,Prol.,Wnt7b,Fzd5_Lrp6,0.6917997253626723,12004,0.07631314033684637,730,0.39381025445271917,12728,0.3220719216246294,12100,0.6421761919883174,22260,0.0010000000000000009,12202
Tumor,Macs 2,Actr2,Ldlr,0.6919170466566054,9618.3,0.048383048893460436,1666,0.5594790362491961,9563,0.18506838559217462,14150,0.7517044035784948,16750,0,5962.5
Macs 3,Macs 1,Fstl1,Dip2a,0.692032285968338,10900.1,0.03925888751724525,2356,0.46434659467050987,11370,0.4265990543832779,10504,0.5230666107837876,24308,0,5962.5
T cells,Macs 2,Ptpn6,Clec12a,0.6921236137218439,12954.6,0.009464038671899409,11413,0.5225866054575534,10225,0.004942335577088536,16751,0.8090707821134917,12288,0.013000000000000012,14096
Neu-1,Dendritic,Gnai2,Adcy7,0.6921236137218439,10272.3,0.0049504680648104595,16751,0.4224277656801201,12128,0.8393210923735204,5833,0.8270663295101369,10687,0,5962.5
Macs 2,B cells,Selplg,Sell,0.6925368958583372,14525.4,0.004948727051738057,16753,0.30926751381620704,14507,0.1679559492326324,14418,0.8226008945053732,11108,0.06699999999999995,15841
Tumor,Macs 1,Agrn,Atp1a3,0.6926917292261575,10162.3,0.0762782965209449,731,0.6676249320520584,7917,0.2745537027511882,12759,0.5929998419658938,23442,0,5962.5
T cells,Prol.,Ybx1,Notch1,0.6927436109472642,12148.7,0.00494799584518526,16754,0.3921701507837104,12768,0.23316521333719734,13377,0.8138408402490657,11882,0,5962.5
T cells 2,Neu-2,Adam10,Il6ra,0.6929503753950945,14869.8,0.005417856481237565,16050,0.271390821275256,15344,0.3154263774717196,12180,0.7516614141504302,16755,0.01200000000000001,14020
Macs 2,Neu-3,Cd47,Sirpa,0.6930537761313609,10686.5,0.004947255772171013,16755.5,0.3195773010790439,14285.5,0.3631978700202759,11483.5,0.8874218293064825,4945.5,0,5962.5
Neu-3,Macs 2,Sirpa,Cd47,0.6930537761313609,10686.5,0.004947255772171013,16755.5,0.3195773010790439,14285.5,0.3631978700202759,11483.5,0.8874218293064825,4945.5,0,5962.5
Macs 2,Tumor,Sema4a,Plxnb2,0.6931571892106675,12318.9,0.00792984670180449,12944,0.2687890558446146,15391,0.42432718420393467,10541,0.7516448394039192,16756,0,5962.5
Neu-4 classic,Neu-1,Timp2,Cd44,0.6931571892106675,11922.3,0.005909479164238244,15348,0.20443059481566914,16756,0.4210237434693489,10592,0.9016416815441429,3644,0.0050000000000000044,13271.5
Macs 3,B cells,Tgfb1,Itgb3,0.693364052402822,9660.5,0.026751362358314573,4084,0.7033278286094625,7397,0.8404464586799989,5828,0.75163277246476,16757,0.015000000000000013,14236.5
Macs 2,Neu-2,F11r,Itgal_Itgb2,0.693364052402822,11879.3,0.011172797434340775,10009,0.20440371937453727,16757,0.06092717741669618,15989,0.827184624653909,10679,0,5962.5
Neu-5 IFN,B cells,Sema4a,Plxnb2,0.6935709649804002,12450.6,0.01431514434240328,8070,0.30320290403680306,14620,0.4678523922366331,9956,0.8026193172962562,12849,0.138,16758
Prol.,T cells,Lgals3,Lag3,0.6935709649804002,9592.4,0.014093493557484566,8193,1.045150133335581,4132,0.10085326188876487,15410,0.9034082217860936,3469,0.138,16758
Neu-1,Macs 2,Gpi1,Amfr,0.6935709649804002,12811.1,0.005886533123567872,15379,0.20440058052702936,16758,0.25829405380099074,13018,0.8015342548582094,12938,0,5962.5
Neu-3,Macs 1,App,Aplp2,0.6939849383271944,11619.9,0.004945132529101752,16760,0.33314954190385493,14008,0.25004695976751534,13131,0.853813512613092,8238,0,5962.5
T cells,Tumor,Icam1,Egfr,0.6944752937030432,9505.7,0.07612525113978826,733,0.40847966861084967,12413,0.5497808859998573,8912,0.7074761206442318,19508,0,5962.5
Prol.,Tumor,Angptl4,Sdc4,0.6947335358953998,9810.5,0.03464790956676156,2836,0.7340869103203842,6992,0.36602821958457626,11446,0.6554348131290072,21816,0,5962.5
Macs 3,T cells 2,Lrpap1,Sorl1,0.6950207365581531,13678,0.0049433815077456235,16765,0.41514293493045323,12280,0.4243458052401697,10539,0.7995162059313802,13113,0.05900000000000005,15693
T cells,T cells 2,Gnai2,S1pr4,0.6951243843652577,10358.7,0.023883364194152986,4702,0.8511136617878575,5736,0.31418392381689597,12198,0.8078809818753356,12392,0.139,16765.5
Neu-5 IFN,Macs 1,App,Gpc1,0.6951243843652577,13063.1,0.01483655797793585,7804,0.4557291274147426,11519,0.2910114364057391,12518,0.7522392079010943,16709,0.139,16765.5
Lung Ep.,Macs 2,Adam10,Il6ra,0.6952280445375156,14661.6,0.006361582273594677,14793,0.20403892784748304,16766,0.20388241231752746,13837,0.7663440226993696,15710,0.0010000000000000009,12202
